Key,Type,Content,Args,File,Line
Xaml_82a6c7,XAML,数据复制,,./Views\Components\VmDashboardView.xaml,415
Xaml_2c56e5,XAML,视频编码,,./Views\Components\VmDashboardView.xaml,431
Xaml_d25c77,XAML,视频解码,,./Views\Components\VmDashboardView.xaml,447
Xaml_ab695c,XAML,显卡驱动未就绪,,./Views\Components\VmDashboardView.xaml,472
Xaml_40e5df,XAML,虚拟机未启动,,./Views\Components\VmDashboardView.xaml,492
Xaml_be55b8,XAML,虚拟机未分配显卡,,./Views\Components\VmDashboardView.xaml,507
Xaml_7ddbe1,XAML,网络,,./Views\Components\VmDashboardView.xaml,528
Xaml_f7f93a,XAML,网络设置与连接信息,,./Views\Components\VmDashboardView.xaml,529
Xaml_8cd6a6,XAML,"{Binding IpAddressDisplay, FallbackValue='获取中...'}",,./Views\Components\VmDashboardView.xaml,577
Xaml_10d178,XAML,"{Binding SwitchName, FallbackValue='未连接'}",,./Views\Components\VmDashboardView.xaml,595
Xaml_82e87c,XAML,未配置网络适配器,,./Views\Components\VmDashboardView.xaml,611
Xaml_69eba6,XAML,显卡设置,,./Views\Components\VmGPUSettingsView.xaml,35
Xaml_b58c75,XAML,添加,,./Views\Components\VmGPUSettingsView.xaml,37
Xaml_81824c,XAML,卸载,,./Views\Components\VmGPUSettingsView.xaml,73
Xaml_1267b6,XAML,制造商,,./Views\Components\VmGPUSettingsView.xaml,96
Xaml_224d9b,XAML,显存,,./Views\Components\VmGPUSettingsView.xaml,99
Xaml_2f6b28,XAML,驱动程序版本,,./Views\Components\VmGPUSettingsView.xaml,102
Xaml_d3fe70,XAML,GPU分区ID,,./Views\Components\VmGPUSettingsView.xaml,105
Xaml_7179b3,XAML,GPU分区路径,,./Views\Components\VmGPUSettingsView.xaml,108
Xaml_f6de24,XAML,网络设置,,./Views\Components\VmNetSettingsView.xaml,75
Xaml_f4cb1c,XAML,基础连接,,./Views\Components\VmNetSettingsView.xaml,116
Xaml_310239,XAML,MAC 地址,,./Views\Components\VmNetSettingsView.xaml,141
Xaml_c10992,XAML,IP 地址,,./Views\Components\VmNetSettingsView.xaml,151
Xaml_269ea0,XAML,VLAN 与 隔离,,./Views\Components\VmNetSettingsView.xaml,170
Xaml_f0789e,XAML,模式,,./Views\Components\VmNetSettingsView.xaml,184
Xaml_e18024,XAML,本征 ID,,./Views\Components\VmNetSettingsView.xaml,204
Xaml_66040d,XAML,允许列表,,./Views\Components\VmNetSettingsView.xaml,206
Xaml_226b09,XAML,类型,,./Views\Components\VmNetSettingsView.xaml,212
Xaml_b33368,XAML,主 ID,,./Views\Components\VmNetSettingsView.xaml,220
Xaml_ab76ce,XAML,辅 ID,,./Views\Components\VmNetSettingsView.xaml,223
Xaml_a3c20e,XAML,流量控制 (QoS),,./Views\Components\VmNetSettingsView.xaml,235
Xaml_8d8aef,XAML,上限 (Mbps),,./Views\Components\VmNetSettingsView.xaml,247
Xaml_0cb111,XAML,下限 (Mbps),,./Views\Components\VmNetSettingsView.xaml,249
Xaml_1a025b,XAML,硬件加速,,./Views\Components\VmNetSettingsView.xaml,256
Xaml_ec6efb,XAML,单根 I/O 虚拟化,,./Views\Components\VmNetSettingsView.xaml,265
Xaml_93820a,XAML,获得最高性能和最低延迟（需要虚拟交换机和对应的物理网卡支持并开启了 SR-IOV ）,,./Views\Components\VmNetSettingsView.xaml,266
Xaml_424ee0,XAML,虚拟机队列,,./Views\Components\VmNetSettingsView.xaml,277
Xaml_5e493f,XAML,使用物理网卡 DMA 传输包到虚拟机内存，降低 CPU 开销,,./Views\Components\VmNetSettingsView.xaml,278
Xaml_eb9ad2,XAML,IPsec 任务卸载,,./Views\Components\VmNetSettingsView.xaml,289
Xaml_3747a5,XAML,减轻主机 CPU 负担并提高网络吞吐量,,./Views\Components\VmNetSettingsView.xaml,290
Xaml_f37ec9,XAML,安全与监控,,./Views\Components\VmNetSettingsView.xaml,298
Xaml_4e194b,XAML,允许 MAC 地址欺骗,,./Views\Components\VmNetSettingsView.xaml,307
Xaml_e96bd2,XAML,允许虚拟机更改源 MAC，用于负载均衡或嵌套虚拟化,,./Views\Components\VmNetSettingsView.xaml,308
Xaml_258851,XAML,启用 DHCP 防护,,./Views\Components\VmNetSettingsView.xaml,319
Xaml_29aff6,XAML,防止未经授权的虚拟机充当 DHCP 服务器,,./Views\Components\VmNetSettingsView.xaml,320
Xaml_da1f0f,XAML,启用路由器防护,,./Views\Components\VmNetSettingsView.xaml,331
Xaml_c8f0a9,XAML,防止未经授权的虚拟机发送路由器通告,,./Views\Components\VmNetSettingsView.xaml,332
Xaml_f33c8f,XAML,端口镜像,,./Views\Components\VmNetSettingsView.xaml,349
Xaml_86c62e,XAML,风暴阈值,,./Views\Components\VmNetSettingsView.xaml,355
Xaml_46747f,XAML,内存设置,,./Views\Components\VmRAMSettingsView.xaml,95
Xaml_afc48d,XAML,计算资源,,./Views\Components\VmRAMSettingsView.xaml,107
Xaml_6c8869,XAML,启动内存 (MB),,./Views\Components\VmRAMSettingsView.xaml,117
Xaml_5e99d5,XAML,启用动态内存时，无法在虚拟机运行时修改启动内存。,,./Views\Components\VmRAMSettingsView.xaml,131
Xaml_f70e04,XAML,内存权重 (%),,./Views\Components\VmRAMSettingsView.xaml,141
Xaml_8a7076,XAML,启用动态内存,,./Views\Components\VmRAMSettingsView.xaml,154
Xaml_70ceb1,XAML,允许 Hyper-V 根据负载在最小和最大值之间自动调整,,./Views\Components\VmRAMSettingsView.xaml,155
Xaml_40c2db,XAML,最小内存 (MB),,./Views\Components\VmRAMSettingsView.xaml,172
Xaml_efcd7b,XAML,最大内存 (MB),,./Views\Components\VmRAMSettingsView.xaml,176
Xaml_c595e1,XAML,内存缓冲区 (%),,./Views\Components\VmRAMSettingsView.xaml,181
Xaml_a4c944,XAML,高级功能,,./Views\Components\VmRAMSettingsView.xaml,191
Xaml_59c2a1,XAML,内存页大小,,./Views\Components\VmRAMSettingsView.xaml,200
Xaml_656699,XAML,选择用于支持虚拟机内存的物理页大小,,./Views\Components\VmRAMSettingsView.xaml,201
Xaml_a50393,XAML,内存加密,,./Views\Components\VmRAMSettingsView.xaml,221
Xaml_f79f92,XAML,启用硬件支持的内存隔离与加密,,./Views\Components\VmRAMSettingsView.xaml,222
Xaml_c24fc0,XAML,打开所在文件夹,,./Views\Components\VmStorageSettingsView.xaml,99
Xaml_f5394b,XAML, 控制器 ,,./Views\Components\VmStorageSettingsView.xaml,174
Xaml_def745,XAML, - 位置 ,,./Views\Components\VmStorageSettingsView.xaml,176
